121460	1	0	0
91372	1	0	0
368435	1	0	0
107518	1	0	0
120140	1	0	0
97844	1	0	0
120373	1	0	0
382665	1	1	10
107103	1	0	0
273838	1	0	0
34460	1	0	0
17440	1	0	0
19982	1	0	0
90741	1	0	0
20854	1	0	0
184981	1	0	0
56537	1	0	0
254663	1	0	0
112172	1	0	0
377378	1	0	0
431229	1	0	0
340784	1	0	0
417823	1	0	0
404652	1	0	0
322787	1	0	0
293625	1	0	0
131269	1	0	0
392711	1	0	0
111782	1	0	0
293925	1	1	10
324676	1	0	0
103032	1	0	0
360646	1	0	0
324360	1	0	0
281854	1	1	231
46272	1	0	0
137477	1	0	0
433250	1	0	0
158789	1	0	0
338857	1	0	0
395724	1	0	0
404631	1	0	0
115815	1	0	0
227522	1	0	0
222177	1	0	0
380774	1	0	0
88961	1	0	0
103510	1	0	0
208751	1	0	0
129035	1	0	0
130669	1	0	0
320303	1	0	0
301481	1	0	0
89627	1	0	0
446339	1	0	0
311706	1	0	0
349668	1	0	0
431853	1	1	1936
91274	1	0	0
89724	1	0	0
109612	1	0	0
7526	1	0	0
404108	1	1	10
245814	1	0	0
6938	1	0	0
7037	1	0	0
11530	1	0	0
78075	1	0	0
110182	1	0	0
51944	1	0	0
58734	1	0	0
181743	1	0	0
80045	1	0	0
259270	1	0	0
73731	1	0	0
430060	1	0	0
356309	1	0	0
264895	1	0	0
306933	1	0	0
285596	1	0	0
101982	1	0	0
293987	1	0	0
291672	1	0	0
56530	1	0	0
50068	1	0	0
138413	1	0	0
67057	1	0	0
407240	1	1	495
307177	1	0	0
121275	1	0	0
557612	1	1	41
641721	1	0	0
77639	1	0	0
248109	1	0	0
299846	1	0	0
150166	1	0	0
19789	1	0	0
234716	1	0	0
408139	1	0	0
461423	1	0	0
130652	1	0	0
65018	1	0	0
68489	1	0	0
203111	1	0	0
266348	1	0	0
84291	1	0	0
289692	1	0	0
567677	1	0	0
422722	1	0	0
248702	1	0	0
59042	1	0	0
40355	1	0	0
134537	1	0	0
19587	1	0	0
16996	1	0	0
46966	1	0	0
228804	1	0	0
140468	1	0	0
37166	1	0	0
38190	1	0	0
285238	1	0	0
77643	1	0	0
105770	1	0	0
152421	1	0	0
70678	1	0	0
120167	1	0	0
122300	1	0	0
284753	1	0	0
130741	1	0	0
206442	1	0	0
216254	1	0	0
131429	1	0	0
108270	1	0	0
84606	1	0	0
66463	1	0	0
68180	1	0	0
129618	1	0	0
90425	1	0	0
394194	1	0	0
191083	1	0	0
46249	1	0	0
105946	1	0	0
659028	1	0	0
653091	1	0	0
178766	1	0	0
252760	1	0	0
368598	1	0	0
246802	1	0	0
146540	1	0	0
104157	1	0	0
412715	1	0	0
169721	1	0	0
414070	1	0	0
497724	1	0	0
371762	1	0	0
40110	1	0	0
408667	1	2	2248
116385	1	0	0
343040	1	0	0
352451	1	0	0
293638	1	0	0
254879	1	0	0
264054	1	0	0
123924	1	0	0
149644	1	0	0
136001	1	0	0
100851	1	0	0
20973	1	0	0
157174	1	0	0
288273	1	0	0
252284	1	0	0
333869	1	0	0
124421	1	0	0
221412	1	0	0
150849	1	0	0
260609	1	1	10
523030	1	0	0
163041	1	0	0
85958	1	0	0
220076	1	0	0
209255	1	0	0
18516	1	0	0
104870	1	0	0
152061	1	0	0
214265	1	0	0
162579	1	0	0
241226	1	0	0
330685	1	0	0
400270	1	0	0
255735	1	0	0
169384	1	0	0
180349	1	0	0
10330	1	0	0
382096	1	0	0
449939	1	0	0
131502	1	0	0
422959	1	0	0
433242	1	0	0
268763	1	0	0
268909	1	0	0
330785	1	0	0
478808	1	0	0
476749	1	0	0
148534	1	0	0
170083	1	0	0
153486	1	0	0
176517	1	0	0
40021	1	0	0
214612	1	0	0
121845	1	0	0
136336	1	0	0
212157	1	0	0
221880	1	0	0
58999	1	0	0
43920	1	0	0
216689	1	0	0
125704	1	0	0
149122	1	0	0
226107	1	0	0
331087	1	0	0
369977	1	0	0
64481	1	0	0
217100	1	0	0
540769	1	0	0
49	1	0	0
147178	1	0	0
127062	1	0	0
211282	1	0	0
62400	1	0	0
39132	1	0	0
46663	1	0	0
811337	1	1	10
858608	1	1	10
831882	1	1	10
142967	1	0	0
77178	1	0	0
86832	1	0	0
551689	1	1	1263
617190	1	0	0
30713	1	0	0
140078	1	0	0
292506	1	0	0
84154	1	0	0
111810	1	0	0
528497	1	0	0
156740	1	0	0
81079	1	0	0
340425	1	0	0
5168	1	0	0
44785	1	0	0
99037	1	0	0
272818	1	0	0
80756	1	0	0
406529	1	0	0
166091	1	0	0
79264	1	0	0
112026	1	0	0
138175	1	0	0
154897	1	0	0
170886	1	0	0
94335	1	0	0
426985	1	1	10
418146	1	0	0
434539	1	0	0
237789	1	0	0
42376	1	0	0
20665	1	0	0
217817	1	0	0
179891	1	0	0
202061	1	0	0
337953	1	0	0
220262	1	0	0
155182	1	0	0
434547	1	0	0
111517	1	0	0
230637	1	0	0
252899	1	0	0
143746	1	0	0
139034	1	0	0
329893	1	0	0
383660	1	0	0
107239	1	0	0
116937	1	0	0
69116	1	0	0
73625	1	0	0
16210	1	0	0
18451	1	0	0
149421	1	0	0
18933	1	0	0
74864	1	1	539
159216	1	0	0
364842	1	0	0
257370	1	0	0
431438	1	0	0
360069	1	0	0
11827	1	0	0
87358	1	0	0
60128	1	0	0
491175	1	1	358
461611	1	0	0
189585	1	0	0
118670	1	0	0
314575	1	0	0
97073	1	0	0
79192	1	0	0
89976	1	1	455
114765	1	0	0
374070	1	0	0
349806	1	0	0
329721	1	0	0
277442	1	0	0
61168	1	0	0
299931	1	0	0
15749	1	0	0
12461	1	0	0
17623	1	0	0
207421	1	0	0
188028	1	0	0
153197	1	0	0
364185	1	0	0
472408	1	0	0
277279	1	0	0
575233	1	0	0
494799	1	0	0
47213	1	0	0
150392	1	0	0
234644	1	0	0
154217	1	0	0
306236	1	0	0
402320	1	0	0
158587	1	0	0
189715	1	0	0
50595	1	0	0
44530	1	1	639
247772	1	1	1224
185610	1	0	0
11926	1	0	0
11825	1	0	0
442253	1	0	0
351070	1	1	10
221143	1	0	0
293767	1	0	0
335208	1	0	0
240810	1	0	0
146271	1	0	0
145902	1	0	0
427354	1	0	0
359973	1	0	0
371573	1	0	0
85016	1	0	0
51105	1	0	0
46741	1	0	0
155230	1	0	0
202959	1	0	0
111368	1	0	0
129103	1	0	0
240900	1	0	0
394387	1	0	0
208815	1	0	0
188679	1	0	0
323578	1	0	0
189962	1	0	0
147013	1	0	0
93324	1	0	0
294516	1	0	0
266874	1	0	0
244028	1	0	0
235698	1	0	0
355596	1	0	0
323212	1	0	0
83553	1	0	0
135212	1	0	0
443047	1	0	0
364163	1	0	0
377908	1	0	0
221547	1	0	0
149020	1	0	0
181544	1	0	0
175811	1	0	0
189491	1	0	0
69987	1	0	0
60702	1	0	0
184557	1	0	0
369202	1	0	0
63982	1	0	0
349136	1	1	101
191330	1	0	0
193769	1	0	0
114069	1	0	0
49388	1	0	0
71490	1	0	0
73478	1	0	0
76029	1	0	0
417153	1	1	10
118561	1	0	0
302616	1	0	0
34456	1	0	0
228376	1	0	0
367899	1	0	0
455448	1	0	0
84715	1	0	0
8919	1	0	0
259608	1	0	0
213783	1	0	0
334665	1	0	0
72371	1	0	0
416357	1	0	0
61071	1	0	0
293187	1	0	0
375631	1	0	0
353590	1	0	0
235032	1	0	0
369569	1	0	0
503204	1	0	0
273525	1	0	0
420540	1	0	0
170694	1	0	0
396810	1	0	0
203739	1	0	0
77694	1	0	0
193771	1	0	0
111326	1	0	0
27758	1	0	0
181743	1	0	0
350194	1	0	0
5485	1	0	0
401044	1	0	0
204637	1	0	0
360378	1	0	0
206553	1	0	0
454572	1	0	0
120175	1	0	0
97263	1	0	0
132211	1	0	0
50863	1	0	0
66318	1	0	0
68714	1	0	0
44560	1	0	0
123335	1	0	0
239674	1	0	0
36052	1	0	0
27242	1	0	0
232440	1	0	0
1882	1	0	0
1251	1	0	0
1144	1	0	0
232207	1	0	0
280943	1	0	0
248240	1	0	0
51627	1	0	0
41210	1	0	0
44255	1	0	0
38422	1	0	0
223449	1	0	0
318126	1	0	0
269159	1	0	0
219317	1	0	0
562252	1	0	0
242911	1	0	0
149575	1	0	0
142700	1	0	0
115153	1	0	0
80305	1	0	0
133621	1	0	0
214777	1	0	0
174125	1	0	0
381371	1	0	0
153864	1	0	0
181172	1	0	0
24974	1	0	0
255911	1	0	0
278661	1	0	0
44602	1	0	0
234126	1	0	0
153377	1	0	0
116950	1	0	0
130972	1	0	0
229067	1	0	0
5249	1	0	0
7710	1	0	0
363464	1	0	0
105541	1	0	0
62978	1	0	0
165382	1	0	0
130776	1	0	0
13289	1	0	0
471289	1	0	0
63891	1	0	0
162312	1	0	0
247545	1	0	0
60117	1	0	0
99599	1	0	0
229855	1	0	0
129123	1	0	0
78040	1	0	0
50146	1	0	0
58056	1	0	0
52170	1	0	0
339355	1	0	0
16224	1	0	0
236071	1	0	0
152719	1	0	0
6736	1	0	0
381822	1	0	0
582031	1	0	0
533014	1	0	0
87935	1	0	0
372749	1	0	0
61263	1	0	0
134227	1	0	0
119515	1	0	0
170301	1	0	0
41878	1	0	0
213362	1	0	0
379624	1	0	0
342012	1	1	1344
313851	1	0	0
156152	1	0	0
168462	1	0	0
383968	1	0	0
299487	1	0	0
174439	1	0	0
171604	1	0	0
267801	1	0	0
71362	1	0	0
66706	1	0	0
111622	1	0	0
36943	1	0	0
150188	1	0	0
146146	1	0	0
132016	1	0	0
224452	1	0	0
126126	1	0	0
227631	1	0	0
60365	1	0	0
68660	1	0	0
45270	1	0	0
244050	1	0	0
234518	1	0	0
18364	1	0	0
145844	1	1	262
133847	1	0	0
236266	1	0	0
140239	1	0	0
219478	1	0	0
95069	1	0	0
78821	1	0	0
124990	1	0	0
52798	1	0	0
59520	1	0	0
165719	1	0	0
230053	1	0	0
215057	1	0	0
184046	1	0	0
187387	1	0	0
89915	1	0	0
62233	1	0	0
117172	1	0	0
100939	1	0	0
193700	1	1	10
245650	1	0	0
92840	1	0	0
27203	1	0	0
45318	1	0	0
263440	1	0	0
76815	1	0	0
128580	1	0	0
15642	1	0	0
66246	1	0	0
82142	1	0	0
126347	1	0	0
60086	1	0	0
339967	1	0	0
44091	1	0	0
41556	1	0	0
514108	1	0	0
158171	1	0	0
407562	1	0	0
325089	1	0	0
68857	1	0	0
323102	1	0	0
101619	1	0	0
302593	1	0	0
267550	1	0	0
327034	1	0	0
392549	1	0	0
264946	1	0	0
414402	1	0	0
356312	1	0	0
207136	1	0	0
86810	1	0	0
14908	1	0	0
18543	1	0	0
133410	1	0	0
13708	1	0	0
8412	1	0	0
91624	1	0	0
248572	1	0	0
39391	1	0	0
48499	1	0	0
35197	1	0	0
186345	1	0	0
245888	1	0	0
31952	1	0	0
20131	1	0	0
65898	1	0	0
97529	1	0	0
41408	1	0	0
231532	1	0	0
122027	1	0	0
233140	1	0	0
243540	1	0	0
129801	1	0	0
186621	1	0	0
158400	1	0	0
318539	1	0	0
119861	1	0	0
270427	1	1	10
248865	1	1	10
269983	1	0	0
67598	1	0	0
119307	1	0	0
36950	1	0	0
295935	1	0	0
234696	1	0	0
264721	1	0	0
522160	1	0	0
452162	1	0	0
409444	1	0	0
262585	1	0	0
84917	1	0	0
211261	1	0	0
149570	1	0	0
123472	1	0	0
145748	1	0	0
176212	1	0	0
257234	1	0	0
29561	1	0	0
219713	1	0	0
215603	1	0	0
101489	1	0	0
41840	1	0	0
314452	1	0	0
285182	1	0	0
200545	1	0	0
235169	1	0	0
50541	1	0	0
112585	1	1	10
263428	1	0	0
243404	1	0	0
256318	1	0	0
186549	1	0	0
436656	1	0	0
249027	1	0	0
117046	1	0	0
28131	1	0	0
159076	1	0	0
141168	1	0	0
196548	1	0	0
226125	1	0	0
123226	1	0	0
206500	1	0	0
140358	1	0	0
129920	1	0	0
167187	1	0	0
150457	1	0	0
357123	1	0	0
155501	1	0	0
269493	1	0	0
166373	1	0	0
390797	1	0	0
379601	1	0	0
280542	1	0	0
79856	1	0	0
30042	1	0	0
48977	1	0	0
32648	1	0	0
224312	1	0	0
177259	1	0	0
343396	1	0	0
433206	1	0	0
399793	1	0	0
330701	1	0	0
644986	1	0	0
78798	1	0	0
169823	1	0	0
104782	1	0	0
568914	1	0	0
652507	1	0	0
343877	1	0	0
336928	1	0	0
288078	1	0	0
59394	1	0	0
54123	1	0	0
81837	1	0	0
181390	1	0	0
261863	1	0	0
261865	1	0	0
160680	1	0	0
202871	1	0	0
341498	1	0	0
352878	1	0	0
317909	1	0	0
291646	1	0	0
126071	1	0	0
138947	1	0	0
251445	1	0	0
163405	1	0	0
301633	1	0	0
511628	1	0	0
249166	1	0	0
120222	1	0	0
127913	1	0	0
313642	1	0	0
121666	1	0	0
98849	1	0	0
165714	1	0	0
338065	1	0	0
324145	1	0	0
10084	1	0	0
257352	1	0	0
209996	1	0	0
590736	1	0	0
199577	1	0	0
168671	1	0	0
108214	1	0	0
183395	1	0	0
205420	1	0	0
85264	1	0	0
361315	1	0	0
156873	1	0	0
124673	1	0	0
166001	1	0	0
222963	1	0	0
277195	1	0	0
73297	1	0	0
88089	1	0	0
43329	1	0	0
64812	1	0	0
391009	1	0	0
147668	1	0	0
496	1	0	0
232848	1	1	1097
252749	1	0	0
582696	1	0	0
322526	1	0	0
396462	1	0	0
43508	1	0	0
37263	1	0	0
339408	1	0	0
369655	1	0	0
248005	1	0	0
9848	1	0	0
36750	1	0	0
570267	1	0	0
98348	1	0	0
160387	1	0	0
210874	1	0	0
106868	1	0	0
166609	1	0	0
76295	1	0	0
60004	1	0	0
48244	1	0	0
49758	1	0	0
92995	1	0	0
130250	1	0	0
107773	1	0	0
41866	1	0	0
219510	1	0	0
103869	1	0	0
51015	1	0	0
447211	1	0	0
320385	1	0	0
